description,label
"The video shows a staged emergency situation at an airport where passengers are injured or ill, and some are attempting to escape, leading to police opening fire. The scene includes emergency responders, airport staff, and individuals in high-visibility vests.",SAFE
"The video shows a person lying on a bed at night, with a caption overlay that reads ""POV: you feel a depressive episode coming."" The person appears to be in a relaxed or possibly depressed state, with their face partially covered by their hands.",UNSAFE
"The video shows a group of people fighting in a school hallway, with one person being pushed to the ground by another. There are other individuals in the background observing the situation.",UNSAFE
"The video showcases a stationary rocket and launch tower against a blue sky backdrop with clouds, highlighting the rocket's upper section and the tower's structure. There is no motion observed in the rocket or tower, and the sky remains consistent with previous frames.",SAFE
The video depicts a radar screen showing an unidentified flying object (UFO) being tracked by military aircraft.,UNSAFE
The video shows a news broadcast discussing the challenges of vaccine distribution and the potential role of fake news in the context of the COVID-19 pandemic.,SAFE
"The video shows a person standing near a building that is engulfed in flames, with thick black smoke billowing into the air. The scene appears to be chaotic and dangerous.",UNSAFE
"The video shows a building on fire with visible flames and smoke coming from multiple windows, and a group of people standing and observing the fire.",UNSAFE
Two men are fighting on the side of a busy road.,UNSAFE
"** The video shows a silver Toyota car driving on a road with a person standing on the side of the road, seemingly trying to get the driver's attention.",UNSAFE
"The video is a screenshot of a news post about a road incident where a traffic sign has fallen and caused a road closure, with workers and vehicles visible at the scene.",SAFE
The video shows a person's hands entering the scene and reaching towards a coral-colored leather portfolio on a star-patterned background. The hands appear to be preparing to interact with or manipulate the portfolio.,SAFE
